45.0000,3.0610
45.0000,3.0610
45.0000,3.0570
45.0000,3.0540
45.0000,3.0500
44.9900,3.0480
44.9900,3.0540
44.9900,3.0550
44.9900,3.0560
44.9900,3.0600
44.9900,3.0600
45.0000,3.0590
45.0000,3.0560
45.0100,3.0560
45.0300,3.0550
45.0200,3.0560
45.0200,3.0560
45.0200,3.0540
45.0200,3.0510
45.0100,3.0540
45.0000,3.0550
45.0000,3.0550
45.0100,3.0550
45.0100,3.0530
45.0000,3.0550
45.0000,3.0550
44.9900,3.0560
44.9900,3.0550
44.9800,3.0550
44.9800,3.0550
44.9900,3.0540
44.9900,3.0550
44.9800,3.0510
44.9700,3.0500
44.9800,3.0480
44.9900,3.0460
44.9700,3.0500
44.9800,3.0510
44.9800,3.0540
44.9800,3.0530
44.9800,3.0510
44.9800,3.0510
44.9800,3.0530
44.9700,3.0500
44.9700,3.0530
44.9600,3.0510
44.9700,3.0510
44.9700,3.0510
44.9700,3.0500
44.9700,3.0500
44.9700,3.0480
44.9600,3.0500
44.9600,3.0490
44.9600,3.0480
44.9500,3.0480
44.9500,3.0480
44.9500,3.0480
44.9600,3.0460
44.9700,3.0460
44.9700,3.0450
44.9600,3.0440
44.9600,3.0450
44.9700,3.0440
44.9600,3.0460
44.9600,3.0450
44.9700,3.0450
44.9700,3.0430
44.9700,3.0440
44.9700,3.0430
44.9700,3.0420
44.9700,3.0440
44.9700,3.0440
44.9700,3.0430
44.9600,3.0450
44.9500,3.0440
44.9600,3.0420
44.9700,3.0430
44.9700,3.0420
44.9700,3.0420
44.9600,3.0440
44.9600,3.0400
44.9600,3.0420
44.9600,3.0430
44.9500,3.0420
44.9600,3.0380
44.9500,3.0390
44.9500,3.0370
44.9500,3.0330
44.9500,3.0330
44.9500,3.0320
44.9500,3.0330
44.9400,3.0320
44.9500,3.0320
44.9400,3.0320
44.9400,3.0340
44.9400,3.0340
44.9400,3.0350
44.9400,3.0370
44.9400,3.0350
44.9300,3.0370
44.9400,3.0380
44.9400,3.0380
44.9400,3.0390
44.9400,3.0350
44.9400,3.0370
44.9400,3.0350
44.9400,3.0380
44.9400,3.0380
44.9400,3.0370
44.9400,3.0350
44.9400,3.0320
44.9400,3.0370
44.9400,3.0350
44.9400,3.0380
44.9300,3.0370
44.9300,3.0350
44.9300,3.0350
44.9300,3.0330
44.9300,3.0320
44.9300,3.0290
44.9300,3.0340
44.9300,3.0340
44.9300,3.0320
44.9300,3.0320
44.9300,3.0320
44.9300,3.0290
44.9300,3.0310
44.9300,3.0280
44.9300,3.0280
44.9300,3.0290
44.9200,3.0280
44.9200,3.0270
44.9200,3.0280
44.9200,3.0290
44.9200,3.0310
44.9200,3.0320
44.9300,3.0320
44.9200,3.0310
44.9200,3.0310
44.9200,3.0310
44.9100,3.0320
44.9200,3.0310
44.9100,3.0290
44.9200,3.0320
44.9100,3.0320
44.9200,3.0330
44.9100,3.0320
44.9100,3.0290
44.9100,3.0320
44.9100,3.0290
44.9100,3.0320
44.9100,3.0320
44.9100,3.0310
44.9000,3.0280
44.9100,3.0320
44.9100,3.0290
44.9000,3.0290
44.9000,3.0270
44.9000,3.0290
44.9000,3.0290
44.9000,3.0290
44.9100,3.0260
44.9200,3.0280
44.9200,3.0270
44.9200,3.0260
44.9200,3.0280
44.9200,3.0260
44.9100,3.0230
44.9100,3.0220
44.9000,3.0200
44.9000,3.0220
44.9000,3.0180
44.9000,3.0200
44.9000,3.0170
44.9000,3.0210
44.9000,3.0180
44.9000,3.0200
44.8900,3.0180
44.8900,3.0180
44.8900,3.0170
44.8900,3.0160
44.8900,3.0200
44.8800,3.0200
44.8900,3.0170
44.8900,3.0160
44.8800,3.0170
44.8900,3.0180
44.8900,3.0170
44.8900,3.0170
44.8900,3.0170
44.9000,3.0170
44.9000,3.0150
44.9000,3.0180
44.8900,3.0160
44.8800,3.0150
44.8900,3.0130
44.8900,3.0160
44.8900,3.0150
44.8800,3.0160
44.8800,3.0150
44.8800,3.0170
44.8800,3.0150
44.8800,3.0150
44.8800,3.0130
44.8800,3.0150
44.8800,3.0130
44.8800,3.0130
44.8800,3.0100
44.8800,3.0120
44.8800,3.0130
44.8800,3.0120
44.8800,3.0100
44.8700,3.0110
44.8700,3.0110
44.8700,3.0070
44.8700,3.0110
44.8700,3.0070
44.8700,3.0110
44.8700,3.0110
44.8700,3.0110
44.8700,3.0110
44.8700,3.0110
44.8700,3.0090
44.8700,3.0100
44.8600,3.0100
44.8600,3.0100
44.8600,3.0070
44.8600,3.0040
44.8600,3.0090
44.8600,3.0060
44.8600,3.0070
44.8600,3.0050
44.8500,3.0040
44.8500,3.0020
44.8600,3.0040
44.8600,3.0020
44.8600,3.0000
44.8500,3.0000
44.8600,2.9980
44.8500,2.9980
44.8600,2.9980
44.8600,2.9980
44.8500,2.9990
44.8500,2.9980
44.8600,2.9980
44.8500,2.9960
44.8500,2.9960
44.8500,2.9940
44.8500,2.9930
44.8500,2.9930
44.8500,2.9910
44.8500,2.9900
44.8500,2.9900
44.8500,2.9900
44.8500,2.9890
44.8500,2.9890
44.8500,2.9890
44.8500,2.9890
44.8500,2.9880
44.8500,2.9880
44.8400,2.9870
44.8500,2.9870
44.8500,2.9850
44.8400,2.9870
44.8400,2.9900
44.8400,2.9870
44.8400,2.9870
44.8400,2.9870
44.8400,2.9880
44.8300,2.9900
44.8400,2.9880
44.8400,2.9870
44.8400,2.9870
44.8300,2.9880
44.8300,2.9850
44.8300,2.9850
44.8400,2.9870
44.8300,2.9880
44.8300,2.9850
44.8400,2.9840
44.8300,2.9850
44.8300,2.9830
44.8300,2.9840
44.8300,2.9830
44.8300,2.9830
44.8200,2.9830
44.8200,2.9820
44.8200,2.9820
44.8200,2.9800
44.8200,2.9800
44.8200,2.9790
44.8200,2.9790
44.8200,2.9790
44.8200,2.9800
44.8200,2.9800
44.8100,2.9780
44.8200,2.9780
44.8100,2.9770
44.8100,2.9760
44.8100,2.9730
44.8100,2.9710
44.8100,2.9690
44.8100,2.9680
44.8100,2.9670
44.8100,2.9660
44.8100,2.9670
44.8100,2.9670
44.8100,2.9660
44.8100,2.9680
44.8000,2.9670
44.8000,2.9660
44.8000,2.9670
44.8000,2.9630
44.8000,2.9620
44.8000,2.9600
44.8100,2.9600
44.8100,2.9610
44.8100,2.9630
44.8100,2.9630
44.8000,2.9610
44.8000,2.9610
44.8000,2.9620
44.8000,2.9610
44.8000,2.9600
44.8000,2.9610
44.8000,2.9600
44.8000,2.9570
44.8000,2.9570
44.8000,2.9570
44.7900,2.9570
44.8000,2.9560
44.8000,2.9570
44.7900,2.9570
